"topicstats"	"keywords"	"top7books"	"next5books, biggestauth, datequartiles"	"label"	"category"	"comments"
"TOPIC 20 pct corpus = 1.128% doc entropy = 10.6399 word length = 4.7100 coherence = -26856.5129 rank 1 docs = 0.0234 r1 ratio = 2.074"	"himself thought felt knew how life must saw seemed mind eyes nothing see face god even looked wanted made tried away body something why dead pain death feel might began die heart sleep still cold fear man alone bed yet thing lay feeling world afraid remembered suddenly because found almost should sat terrible everything once think sick last wondered done yes night gone hands always thinking lost strange day make "	"0.192 | Paulsen, Gary | Hatchet | 1987 0.152 | Engstrand, Stuart David | The sling and the arrow | 1947 0.151 | Grew, David | The two coyotes | 1924 0.149 | Matheson, Richard | The shrinking man | 1956 0.149 | Trumbo, Dalton | Johnny got his gun | 1939 0.148 | Asch, Nathan | Love in Chartres | 1927 0.148 | Fisher, Vardis | Passions spin the plot | 1934 "	"0.147 | Agee, James | The morning watch | 1951 0.143 | Bates, H. E. (Herbert Ernest) | The purple plain | 1947 0.142 | Fisher, Vardis | In tragic life | 1932 0.139 | Goodkin, Maurice | In school and out | 1922 0.136 | Jackson, Charles | The lost weekend | 1944 Fisher, Vardis = 0.36% 1929-1972"	"subjective thought and feeling"	"uncategorized style"	
"TOPIC 21 pct corpus = 0.532% doc entropy = 9.7676 word length = 4.6550 coherence = -23518.0344 rank 1 docs = 0.0272 r1 ratio = 5.113"	"says does looks comes goes asks takes turns head makes knows seems eyes thinks sees hand look face see feels stands say away tells sits gets begins still hands gives door puts man how smiles wants walks little himself calls holds starts laughs opens stops behind around even voice falls finds night ca cries runs last hear know something tries moves pulls once stand open hears lies another sit tell "	"0.337 | De Jong, Meindert | Dirk's dog, Bello | 1939 0.334 | Rechy, John | The fourth angel | 1972 0.331 | Dulany, Harris | Falling | 1971 0.305 | Coover, Robert | After Lazarus : a filmscript | 1980 0.302 | Hoffman, Alice | Illumination night | 1987 0.288 | Habens, Alison | Dreamhouse | 1994 0.282 | Parker, Thomas Trebitsch | Anna, Ann, Annie | 1993 "	"0.276 | Sudermann, Hermann | The silent mill | 1919 0.274 | Geller, Stephen | Joop's dance | 1969 0.266 | Salter, James | A sport and a pastime | 1967 0.263 | Norman, Marc | Fool's errand : a novel | 1978 0.256 | Barrett, Andrea | Lucid stars | 1988 Duchess = 2.23% 1919-1990"	"present tense"	"uncategorized dimension of style"	"I think that's all there is to it."
"TOPIC 22 pct corpus = 0.33% doc entropy = 10.3009 word length = 4.9800 coherence = -30644.6656 rank 1 docs = 0.0021 r1 ratio = 0.636"	"train station man hotel get town porter carriage platform going morning left take room driver next night passengers seat away railway went along window see good journey minutes just took waiting hour came door got last road young office bag ticket street name o'clock leave clerk travelling trains luggage passed first city walked hat reached conductor compartment cab crowd little saw day coach looking place telegram stopped three hours woman "	"0.166 | Walbourn, Charles H | Confessions of a Pullman conducto | 1913 0.151 | Odili, Edmund | The mystery of the missing sandal | 1953 0.15 | Peele, John | From North Carolina to southern C | 1907 0.128 | Jennings, N. A | New York in the blizzard | 1888 0.116 | Reynolds, Michael | Engine-driving life : stirring ad | 1880 0.108 | Hornby, Emily | Mountianeering records | 1907 0.1 | Phelps, E. Stuart (Elizabeth S | A lost hero | 1891 "	"0.098 | Hess, Fjeril | The house of many tongues | 1935 0.094 | Lardner, Ring | The young immigrunts | 1920 0.092 | Wilson, Grace Margaret | When dreams come true | 1915 0.091 | Southworth, Emma Dorothy Eliza | Brandon Coyle's wife : a sequel t | 1893 0.09 | Evans, Conway | An account of our arresting exper | 1914 Southworth, Emma Dorothy Eliza = 0.41% 1895-1929"	"e20c rail travel"	"technology"	
"TOPIC 23 pct corpus = 0.301% doc entropy = 10.2245 word length = 4.7750 coherence = -33538.2730 rank 1 docs = 0.0017 r1 ratio = 0.565"	"horse horses rode ride riding saddle road mare head rider stable pony reins good mounted behind wagon side black whip away ground neck men mount man animal bridle came miles hoofs gallop turned gate across take ridden see country led along race dismounted riders run foot morning stables half ahead under galloped grass front grey saw colt cart its stallion rein horseback fast forward drive three horsemen galloping legs beside "	"0.203 | Hayes, M. Horace | The points of the horse | 1893 0.174 | Orton, Helen Fuller | Prancing Pat | 1927 0.152 | Fenner, Phyllis R. (Phyllis Re | Horses, horses, horses: palominos | 1949 0.13 | Farley, Walter | The black stallion | 1941 0.128 | Howells, William Dean | Buying a horse | 1916 0.125 | Caffrey, Nancy | Scene from the saddle | 1958 0.118 | Baldwin, James | Fifty famous rides and riders | 1916 "	"0.118 | Fall, Thomas | Wild boy | 1968 0.117 | Lea, Tom | The hands of CantÃƒÂº | 1964 0.113 | Harper, Wilhelmina | Flying hoofs; stories of horses | 1939 0.112 | Fetherstonhaugh, Cuthbert | After many days | 1917 0.107 | Henry, Marguerite | Justin Morgan had a horse | 1945 James, Will = 0.44% 1904-1953"	"horse-drawn modes of transportation"	"technology"	"We could call this physical description, and focus on the horses themselves. But I think in practice the use of horses for transport is what's at issue here, and it declines significantly across the period modeled."
"TOPIC 24 pct corpus = 0.635% doc entropy = 10.7513 word length = 5.2150 coherence = -28712.7316 rank 1 docs = 0.0019 r1 ratio = 0.299"	"room door bed night house window light sleep went heard stairs table floor open morning opened hall chair came sound dark kitchen must voice bedroom nothing sat asleep upstairs closed lay cold stood gone last fire shut outside hear lamp something still left sitting put thought downstairs windows hour moment evening wall locked head darkness front little old rooms clock half behind candle key under awake slept alone glass doors "	"0.207 | Hanley, James | The darkness | 1973 0.173 | Hoban, Russell | Bedtime for Frances Pictures by G | 1960 0.145 | Potter, Beatrix | The tale of two bad mice | 1904 0.141 | Eberle, Gary | Haunted houses of Grand Rapids | 1982 0.118 | Raymond, Ibbie | S'ancrer | 1906 0.105 | Buck, Pearl S. (Pearl Sydenstr | Christmas miniature | 1957 0.104 | Rinehart, Mary Roberts | Haunted lady | 1942 "	"0.098 | Eberhart, Mignon (Good), Mrs | While the patient slept | 1930 0.095 | Freeman, Mary Eleanor (Wilkins | The green door | 1910 0.095 | Wentworth, Patricia | The Dower house mystery | 1924 0.094 | Wells, H. G. (Herbert George) | The invisible man. a grotesque ro | 1924 0.094 | Blackwood, Algernon | The empty house : and other ghost | 1915 Rinehart, Mary Roberts = 0.27% 1917-1954"	"houses at night, sleep, darkness"	"physical description"	"I'm almost tempted to say 'ghost story,' but look how high the entropy is: this is broadly diffused across many books."
"TOPIC 25 pct corpus = 0.704% doc entropy = 11.1655 word length = 4.3650 coherence = -44752.9717 rank 1 docs = 0.0009 r1 ratio = 0.128"	"our us ourselves each see must how those together let these made should three first may ours rest saw make think left day told night take came next good both look most get last four find side heard soon while others remember lives keep another days give course heads hands believe know hear say best end friends gave turn none took found set lost call agreed leave close five full "	"0.135 | O'Brien, Jack | Into the jaws of death | 1919 0.125 | Lewis, Elizabeth Barzditis | Twin cousins : nostalgic anecdote | 1972 0.117 | Fort, Glorvina. [from old cata | Our twenty helps and why we parte | 1881 0.115 | Mikkelsen, Ejnar | Two against the ice | 1957 0.114 | Evans, Conway | An account of our arresting exper | 1914 0.111 | Jones, Cecilia Anne | The foreign freaks of five friend | 1882 0.11 | Ridgway, John M | A fighting chance | 1966 "	"0.108 | Kingston, William Henry Giles | Saved from the sea; or, The loss  | 1880 0.107 | Simmons, Mervin C | Three times and out | 1918 0.106 | Harris, Albert Wadsworth | The cruise of a schooner | 1911 0.106 | Kennedy, Eugene C | On being a friend | 1982 0.105 | Footner, Hulbert | New rivers of the north; the yarn | 1912 Unknown Author = 0.14% 1899-1942"	"first-person plural"	"uncategorized dimension of style"	
"TOPIC 26 pct corpus = 0.55% doc entropy = 9.6472 word length = 5.3400 coherence = -22747.2397 rank 1 docs = 0.0232 r1 ratio = 4.218"	"upon being having such great these most should without whom good same made those many therefore house thus person however may found manner might though part himself place little nor first both soon also day received account persons present replied own whose poor master our nothing whole order till country company immediately means gentleman another indeed make afterwards called took began honour friend young pleasure gave several certain often occasion "	"0.388 | Unknown Author | Fielding, Henry. The history of T | 1917 0.37 | Unknown Author | Great books of the Western World | 1952 0.354 | Boccaccio, Giovanni | The Decameron of Boccaccio | 1920 0.351 | Unknown Author | The life and adventures of Lazari | 1881 0.349 | Scarron | The comical romance | 1892 0.349 | Johnson, Rossiter | The literature of Italy, 1265-190 | 1906 0.336 | Unknown Author | The fables of Pilpay | 1886 "	"0.321 | Unknown Author | University library of autobiograp | 1918 0.318 | Painter, William | The palace of pleasure : Elizabet | 1890 0.318 | Aesop | Aesop's Fables: together with the | 1897 0.315 | Unknown Author | The thousand and one nights; the  | 1883 0.313 | Unknown Author | University library of autobiograp | 1918 Unknown Author = 12.66% 1887-1912"	"works older than 1880"	"language/ dialect/ archaic diction"	"These are all reprints of much older works. I'm using 'archaic diction' specifically as a category for language that is older than the period we're  studying. I would say 'period diction' — but that could apply to all the topics in the model!"
"TOPIC 27 pct corpus = 0.503% doc entropy = 9.8450 word length = 5.1000 coherence = -19323.9391 rank 1 docs = 0.0248 r1 ratio = 4.93"	"asked just eyes voice suddenly why face people looked even something man look because going everything someone how right moment towards looking away head say front really felt without door still let turned want standing started already same began everyone yes wanted shouted around today words hand stopped anything get know happened heard nothing behind room saying sitting must understand immediately whole else silence anyone talking should walked person woman "	"0.19 | Khalid, Farooq | Black mirrors | 1987 0.187 | Maḥfūẓ, Najīb | God's world; an anthology of shor | 1973 0.158 | Vatsyayan, Sachchidanand Hiran | To each his stranger | 1967 0.149 | Maillu, David G | Kadosa | 1975 0.143 | Sánta, Ferenc | The fifth seal : a novel | 1963 0.143 | Shahnur, Shahan | Retreat without song | 1974 0.141 | Lin, Haiyin | Green seaweed and salted eggs; sh | 1963 "	"0.14 | Deshpande, Shashi | The Narayanpur incident | 1995 0.139 | Saʻdāwī, Nawāl | Death of an ex-minister | 1987 0.136 | Skram, Amalie | Under observation | 1905 0.135 | Ruyslinck, Ward | Golden Ophelia : a novel | 1975 0.134 | Frisch, Max | I'm not Stiller | 1958 Unknown Author = 0.86% 1963-1985"	"ambitious late 20c works in translation, often short stories"	"genre"	"This is like the Maupassant topic; these are all works in translation, from the same period but not necessarily from the same part of the world: they range from Hungary to Taiwan. I suspect what we're really seeing here is a  particular kind of work that has sufficient literary ambition to GET translated. A lot of them are  short stories."
"TOPIC 28 pct corpus = 0.488% doc entropy = 10.5869 word length = 4.7100 coherence = -46327.0540 rank 1 docs = 0.0005 r1 ratio = 0.102"	"myself our am us mine how say see hand head should eyes know saw mind remember own feel life left hear face friend even first name hands thought think believe made i heart take must told took make tell without still gave knew alone heard those find since once yet look words brother side turn although imagine though leave sit recall against speak ask learned why walk these memory days "	"0.123 | Riggles, Jon | His cycle master | 1978 0.095 | Shigekuni, Julie | A bridge between us | 1995 0.093 | O'Doherty, Brian | The strange case of Mademoiselle  | 1992 0.091 | Saʻdāwī, Nawāl | Death of an ex-minister | 1987 0.091 | bp., Talbot, Ethelbert | Tim; the autobiography of a dog | 1914 0.09 | Lardner, Ring | The young immigrunts | 1920 0.089 | Blum, Louise A | Amnesty : a novel | 1995 "	"0.082 | Shrawan Kumar | The ghosts : a novelette | 1979 0.077 | Buck, Pearl S. (Pearl Sydenstr | East wind: west wind | 1930 0.076 | McCloy, Kristin | Velocity | 1988 0.076 | Orthwein, Edith Hall | Love in the weaving | 1910 0.075 | Keller, Nora Okja | Comfort woman | 1997 Unknown Author = 0.5% 1905-1988"	"first person/ dialogue"	"uncategorized dimension of style"	"This might be specifically dialogue; if you compare it to topic 17 (also first person) this one has fewer rank 1 documents. Very high entropy for a small topic. Dialogue would be widely diffused like that, and there is a lot of first person in dialogue."
"TOPIC 29 pct corpus = 0.256% doc entropy = 9.2303 word length = 4.2050 coherence = -25702.5201 rank 1 docs = 0.0261 r1 ratio = 10.195"	"squire old man round good bit em cottage vicar village got though lad say mind master till ee upon tis poor moor see farm ha towards must farmer should shall road lane wi done young parson un nor put set gate i such day sure church ay th own might home best says better tea half gone went ah hedge parish inn folk work tell fine soon enough look fire "	"0.366 | Slow, Edward | Humorous West Countrie tales | 1899 0.352 | Waugh, Edwin | Besom Ben stories | 1890 0.247 | Gilchrist, Murray | A Peakland faggot; | 1897 0.243 | Keats, Gwendoline | Tales of Dunstable Weir | 1901 0.219 | Webb, Mary Gladys Meredith | Precious bane | 1924 0.219 | Webb, Mary | Precious bane; a novel | 1926 0.215 | Newbigging, Thomas | Lancashire humour | 1901 "	"0.213 | Waugh, Edwin | Lancashire sketches | 1890 0.206 | Phillpotts, Eden | Fun of the fair | 1927 0.201 | Brierley, Benjamin | Cast upon the world : the story o | 1886 0.199 | Ackworth, John | Beckside lights | 1897 0.191 | Phillpotts, Eden | The judge's chair | 1914 Phillpotts, Eden = 5.35% 1892-1924"	"British rural local colour, e20c"	"nationalities, regions, ethnicities"	
