label	category	topicsize	delta	r2	sem_verdict	cohortmse	periodmse	agemse	delta_oos	r2_oos	cohortr2_oos	periodr2_oos	keywords	top7books	next5books, biggestauth, datequartiles	comments
e20c young women	human institutions, practices, or relationships	0.24	0.373198223745755	0.035729543209356	AUM	25.4248	43.3968	2.4605705	0.331457152760397	0.023762527683767	0.029954860823451	0.086508092330758	miss grace girl mr herself lady young oh know see mrs room old ladies girls dear rose little think sister eyes own tea came thought saw say grey thank sure face looked door please tell just voice knew house told person went mind made hope took hall poor afternoon day heard ask pilgrim left maid yes kind put might head aunt bell help people mean gave withers else hat glad 	0.126 | Crompton, Frances E | Master Bartlemy, or, The thankful | 1892 0.125 | Delafield, E. M | War-workers | 1918 0.108 | Palmer, Stuart | The puzzle of the silver Persian | 1934 0.099 | Jolley, Elizabeth | Foxybaby | 1985 0.098 | Flower, Jessie Graham | Grace Harlowe's sophomore year at | 1910 0.097 | Flower, Jessie Graham | Grace Harlowe's junior year at hi | 1911 0.096 | Flower, Jessie Graham | Grace Harlowe's third year at Ove | 1914 	0.095 | Hamilton, Patrick | Riverside | 1947 0.094 | Hamilton, Patrick | The slaves of solitude | 1947 0.094 | Spark, Muriel | The prime of Miss Jean Brodie | 1961 0.088 | Hedden, Worth Tuttle | Wives of High Pasture | 1944 0.088 | Mallette, Gertrude Ethel | Into the wind | 1941 Palmer, Stuart = 0.39% 1900-1943	This is not a huge topic, but its coherence is low, and it's spread across different genres.  Putting together 'girl,' 'lady,' 'ladies,' 'sister,'  'girls,' and 'aunt,' I might say 'e20c women'? 
late 19c  moral obligation	uncategorized dimension of style	0.802	0.808120911837302	0.128815923148062	SDM	124.195	24.2666	8.29775	0.826881947674867	0.094701644933308	0.23986447856892	0.032498837507453	man himself good own such say might should make made must against without done nothing enough word give mind better take right even let words heart friend help though best truth trouble put thought think keep speak wrong may hope far friends doubt matter sure fellow tell see true face believe poor fear duty first hard young bad yet how gave chance once business under reason anger answered angry last 	0.156 | King, Richard Ashe | A drawn game | 1884 0.15 | Krishnamurti, J. (Jiddu) | At the feet of the master | 1911 0.145 | Greg, Percy | Ivy : cousin and bride | 1881 0.145 | Cobb, James F. (James Francis) | Martin the skipper; a tale for bo | 1890 0.138 | Stanford, Hope | Down the way. A novel | 1884 0.137 | Herbert, Sarah Ann Flanders | Dick Langdon's career : in Satan' | 1885 0.137 | Phillpotts, Eden | The oldest inhabitant, a comedy | 1934 	0.137 | Payn, James | For cash only | 1882 0.135 | Phillpotts, Eden | Storm in a teacup | 1919 0.132 | Needell, J. H, Mrs | Lucia, Hugh, and another | 1884 0.129 | Major, Charles | A gentle knight of old Brandenbur | 1909 0.128 | MacDonald, George | What's mine's mine | 1886 Phillpotts, Eden = 0.73% 1887-1906	I'm detecting a lot of should/must language  as well as trouble/duty/bad/good language.  But not confident.
contractions	accident of transcription	0.128	0.463642177429812	0.00847656653807	SDM	14.5678	17.3378	0.39025	0.447789461212244	-0.000689001062981	0.00770944932316	0.013529894656236	don't i'm i've i'll can't know you're get i'd want won't think going got right see you'll just we'll let we're say why tell they're does take how anything make good look mead mean you've better ain't yes thing something i us sure aren't oh give find need should keep things try suppose help put yourself talk ever guess enough lot believe told away done really might because course nothing 	0.163 | Ermine, Will | Busted range | 1943 0.144 | Mais, S. P. B. (Stuart Petre B | Quest sinister | 1922 0.137 | Brewster, Eliot | Street girl | 1941 0.134 | Torrey, Roger | 42 days for murder | 1938 0.131 | Hughes, Virginia | Peggy plays off-Broadway | 1962 0.131 | Griggs, George Philip | The days are spent,: a novel | 1945 0.128 | Plain, Belva | Legacy of silence | 1998 	0.12 | Hough, Emerson | The sagebrusher; a story of the W | 1919 0.118 | Phillips, David Graham | White magic; a novel | 1910 0.118 | Chapman, Allen | Tom Fairfield's pluck and luck :  | 1913 0.114 | Wirt, Mildred A. (Mildred Augu | The Brownie Scouts in the circus | 1949 0.11 | Hauck, Louise Platt | Lance falls in love | 1941 McBain, Ed = 1.18% 1922-1972	Most contractions get broken up ca n't wo n't.  But some printed with “curly quotes” didn't. Not sure these books have anything else  in common.
giant topic	uncategorized dimension of style	1.636	0.644178915898783	0.043240563509114	AUM	57.2618	30.6564	2.67975	0.855983431778219	0.031502931458572	0.117165685762486	0.017576272584835	re know want ca why wo get tell think going got see let take say right make you're does yourself give how because look mean nothing anything better good i'll talk need keep put enough leave find told ever should believe ask myself mind just us understand yes else own please help away try thing yours without care doing stop life live done god stay listen call afraid head matter 	0.175 | Sinclair, May | The Allinghams | 1927 0.16 | Cowley, Joy | The mandrake root | 1975 0.157 | Marcy, Mary | A free union; | 1921 0.151 | Kipling, Rudyard | The story of the Gadsbys | 1890 0.148 | Paddock, A. G, Mrs | Saved at last from among the Morm | 1881 0.141 | Bermant, Chaim | Ben preserve us | 1965 0.14 | Sinclair, May | Far end | 1926 	0.14 | Branfield, John | In the country | 1966 0.138 | Sanford, John B | A man without shoes : a novel | 1982 0.137 | Phillpotts, Eden | The oldest inhabitant, a comedy | 1934 0.135 | Phillpotts, Eden | Storm in a teacup | 1919 0.134 | Fallaci, Oriana | A man | 1980 Phillpotts, Eden = 0.4% 1925-1975	
modernists and experimental writers	uncategorized dimension of style	1.144	0.543205191804656	0.018951788407932	AUM	33.7766	28.681	3.43375	0.381087473540674	0.005315915454239	0.012362657054239	0.020255416625892	am must know think should may does nothing say see cannot how perhaps shall because things why even such make thing many us yet done tell take without something good better anything might people want find let these always believe understand enough wish those also thought speak need nor away else knows great seen look still matter place little true same seems another feel others everything comes upon ask yes 	0.301 | Gaburo, Kenneth | Privacy one : words without song, | 1976 0.236 | Stein, Gertrude | Useful knowledge | 1928 0.222 | Maeterlinck, Maurice | [Works] | 1915 0.219 | Compton-Burnett, I. (Ivy) | Darkness and day | 1951 0.219 | Compton-Burnett, I. (Ivy) | Mother and son | 1955 0.219 | Krishnamurti, J. (Jiddu) | At the feet of the master | 1911 0.185 | Stein, Gertrude | Blood on the dining-room floor | 1946 	0.178 | Redonnet, Marie | Hôtel splendid | 1994 0.175 | Malzberg, Barry N | Galaxies | 1975 0.173 | Compton-Burnett, I. (Ivy) | Bullivant and the Lambs | 1948 0.172 | Compton-Burnett, I. (Ivy) | Manservant and maidservant | 1947 0.171 | Compton-Burnett, I. (Ivy) | Two worlds and their ways | 1949 Compton-Burnett, I. (Ivy) = 0.52% 1899-1966	I would love to call this a 'genre,' but the entropy across documents is just too high. It's a dimension of style associated with experimental writing.
adverbs and qualifiers	uncategorized dimension of style	1.021	0.379023667736494	0.051085750117948	AUM	25.5784	44.2604	34.37375	0.429956257841546	0.030931338786645	0.04053909681998	0.101735511648902	even still just though might first least almost once perhaps course yet already own enough seemed far because while little also since both really moment fact such same quite last either most another until must few however less rather probably sure right being without make else actually later finally those point simply able ever better certainly should longer possible having soon instead how reason along although whether find merely something 	0.183 | Beckett, Samuel | Stirrings still | 1988 0.163 | Gaburo, Kenneth | Privacy one : words without song, | 1976 0.154 | Beckett, Samuel | Nohow on | 1989 0.151 | Sinclair, Harold | The cavalryman | 1958 0.149 | Keeley, Edmund | The impostor | 1970 0.148 | Emshwiller, Carol | Carmen dog | 1990 0.146 | Keeley, Edmund | A wilderness called peace | 1985 	0.143 | Fixel, Lawrence | Through deserts of snow | 1975 0.139 | Robbe-Grillet, Alain | Last year at Marienbad | 1962 0.13 | Miller, Max | The town with the funny name | 1948 0.13 | Beck, Warren | Snopes : a trilogy | 1957 0.129 | Faulkner, William | The mansion | 1959 Asimov, Isaac = 0.41% 1951-1982	rather probably even still almost perhaps'
British city life, mostly London, e20c	nationalities, regions, or ethnicities	0.4	0.61531036963082	0.003545473935351	AUM	13.9754	8.0686	0.55925	0.499326750020148	-0.005063471487034	0.012273312950225	0.014099824519175	london street mr england pounds round shop house got tea road square st towards week park three shall end oxford should half five evening sir hat day morning going shillings mrs nothing young club night cab home life another quite streets english name public last money being corner west good little must gentleman room lane once friend went british dear old ten upon though past afterwards houses six hall perhaps 	0.16 | Jerome, Jerome K. (Jerome Klap | Told after supper | 1891 0.129 | Hollingshead, John | According to my lights | 1900 0.106 | Graves, Charles L. (Charles La | The war of the wenuses | 1898 0.102 | Ransome, Arthur | Bohemia in London | 1907 0.102 | Meek, George | George Meek, bath chair-man, by h | 1910 0.101 | Abbott, J. H. M | Letters from Queer Street ; | 1908 0.1 | Barrie, J. M. (James Matthew) | Better dead | 1888 	0.098 | Green, Peter | Our kid, with other London and La | 1920 0.097 | Bennett, Arnold | Denry the audacious | 1911 0.097 | Hamilton, Patrick | The West Pier | 1951 0.096 | Bennett, Arnold | The card, a story of adventure in | 1912 0.093 | James, Henry | The siege of London ; The Pension | 1882 Fletcher, J. S. (Joseph Smith) = 0.63% 1905-1934	 
mid-20c books for children	genre	0.647	0.389735299037072	0.026904050422398	AUM	32.6318	49.8552	0.43136825	0.267575292264423	0.012810823700664	0.012074213154571	0.030628210356581	thought herself went looked old rose knew always house home felt day came wanted got made sat kitchen how gone oh put see good rosy took things door told seemed mother saw nice must might liked once why even married get heard ever look bed hazel used last going asked money mind room read say though stood better kept years away just left still window remembered tea sometimes own know 	0.215 | Bianco, Pamela | The doll in the window | 1953 0.204 | Slobodkina, Esphyr | Billie | 1987 0.188 | White, Eliza Orne | The green door | 1930 0.185 | Szabó, Magda | Tell Sally | 1963 0.184 | Lathrop, Dorothy Pulis | Presents for Lupe | 1940 0.184 | Walker, Mildred | The southwest corner | 1951 0.182 | Suckow, Ruth | The Kramer girls | 1930 	0.178 | Ng, Mei | Eating Chinese food naked : a nov | 1998 0.177 | Forster, Margaret | The seduction of Mrs. Pendlebury | 1974 0.175 | Herbst, Josephine | Money for love | 1929 0.173 | Bates, H. E. (Herbert Ernest) | A house of women | 1936 0.168 | Hanley, James | The darkness | 1973 Corbett, Elizabeth Frances = 0.44% 1932-1969	Technically, children are an audience rather than a genre, but we're not sweating technical details.
late-19c family life, largely Trollope	author-dominated	0.463	0.704199751998478	0.033970313689242	AUM	28.9126	12.1154	0.178	0.398004588095628	0.023822575085225	0.015438970335595	0.02096127968039	sister brother should such must house own upon might herself room say think papa family know nothing wife daughter lady dear young how though thought husband matter indeed am shall made tell course told quite law mamma mind make yet day also may word without done speak cannot heart home better great take wish whom moment father present marriage love carriage sisters words marry even poor between leave see nor 	0.345 | Trollope, Anthony | Kept in the dark | 1882 0.34 | Trollope, Anthony | The Eustace diamonds, by Anthony  | 1882 0.326 | Trollope, Anthony | The Belton estate | 1882 0.312 | Trollope, Anthony | The Eustace diamonds, by Anthony  | 1882 0.296 | Trollope, Anthony | Orley Farm. With an introd. by He | 1882 0.295 | Trollope, Anthony | The Claverings | 1882 0.284 | Trollope, Anthony | Phineas Redux / By Anthony Trollo | 1882 	0.283 | Trollope, Anthony | An old man's love, by Anthony Tro | 1882 0.28 | Trollope, Anthony | The prime minister | 1880 0.277 | Trollope, Anthony | The parson's daughter, and other  | 1882 0.277 | Trollope, Anthony | Dr. Wortle's school | 1881 0.276 | Trollope, Anthony | Phineas Redux; with a pref. by R. | 1882 Trollope, Anthony = 8.82% 1882-1897	The cut-off for author-dominated is roughly here: 9% of the topic.
revolutionary and communist movements	event	0.348	0.269351641499469	0.012019898530011	AUM	10.7786	29.9736	0.3005	0.02351014052995	-0.003757849184649	0.000621095393647	0.023230405446311	people party government revolution new our country political against workers police world these war comrade union communist those its work labour meeting class power leader young group freedom social state must free revolutionary city movement politics working old national leaders being under themselves strike men years socialist women among society children committee many members land comrades own communists because organisation become history nation system few public red struggle friends army 	0.187 | Unknown Author | Man is the most precious in the w | 1977 0.181 | Supek, Ivan | Crown witness against Hebrang | 1983 0.175 | Bellamy, Edward | Equality | 1897 0.173 | Adams, Frederick Upham | President John Smith: the story o | 1897 0.172 | Bellamy, Edward | Equality. Second edition | 1897 0.169 | Hazlitt, Henry | Time will run back; a novel about | 1966 0.166 | Harrison, Charles Yale | Meet me on the barricades, a nove | 1938 	0.164 | Hazlitt, Henry | The great idea | 1951 0.162 | Unknown Author | The song of phoenix | 1988 0.157 | London, Jack | The iron heel | 1908 0.157 | Unknown Author | Immortal history : revolutionary  | 1979 0.156 | Ratnatunga, Manel | Saga Indonesia | 1994 Sinclair, Upton = 1.56% 1934-1978	
